value,id
19.51779680275325,2
19.51779680275325,2
10.455962572903527,2
19.51779680275325,2
16.03247594511874,2
22.306053488860858,2
56.46219789367905,2
16.729540116645644,2
44.612106977721716,2
20.214860974280153,2
20.214860974280153,2
56.46219789367905,2
20.911925145807054,2
23.00311766038776,2
14.638347602064938,2
17.426604288172545,2
15.33541177359184,2
16.729540116645644,2
13.941283430538036,2
27.18550268954917,2
17.426604288172545,2
19.51779680275325,2
13.244219259011134,2
30.67082354718368,2
18.12366845969945,2
23.00311766038776,2
15.33541177359184,2
10.455962572903527,2
15.33541177359184,2
9.758898401376625,2
24.397246003441563,2
98.28604818529315,2
22.306053488860858,2
16.729540116645644,2
17.426604288172545,2
16.03247594511874,2
32.762016061764385,2
21.608989317333958,2
11.153026744430429,2
16.729540116645644,2
23.700181831914662,2
22.306053488860858,2
812.7768240003675,2
23.700181831914662,2
5.5765133722152145,2
16.729540116645644,2
13.941283430538036,2
12.547155087484233,2
18.82073263122635,2
29.276695204129876,2
25.094310174968466,2
19.51779680275325,2
6.970641715269018,2
23.700181831914662,2
22.306053488860858,2
12.547155087484233,2
11.850090915957331,2
17.426604288172545,2
23.700181831914662,2
13.941283430538036,2
16.729540116645644,2
20.214860974280153,2
20.911925145807054,2
23.700181831914662,2
9.061834229849724,2
16.729540116645644,2
28.579631032602975,2
9.758898401376625,2
16.03247594511874,2
23.00311766038776,2
23.00311766038776,2
27.88256686107607,2
16.729540116645644,2
18.12366845969945,2
7.66770588679592,2
14.638347602064938,2
16.03247594511874,2
10.455962572903527,2
26.488438518022267,2
11.153026744430429,2
11.153026744430429,2
24.397246003441563,2
20.911925145807054,2
20.911925145807054,2
43.217978634667915,2
17.426604288172545,2
27.18550268954917,2
24.397246003441563,2
13.244219259011134,2
18.12366845969945,2
39.7326577770334,2
9.061834229849724,2
57.85632623673285,2
44.612106977721716,2
16.729540116645644,2
24.397246003441563,2
20.214860974280153,2
17.426604288172545,2
19.51779680275325,2
29.276695204129876,2
14.638347602064938,2
23.00311766038776,2
15.33541177359184,2
24.397246003441563,2
18.82073263122635,2
17.426604288172545,2
15.33541177359184,2
20.214860974280153,2
43.217978634667915,2
20.911925145807054,2
20.911925145807054,2
23.700181831914662,2
15.33541177359184,2
19.51779680275325,2
14.638347602064938,2
11.153026744430429,2
14.638347602064938,2
19.51779680275325,2
16.03247594511874,2
22.306053488860858,2
18.12366845969945,2
41.82385029161411,2
8.364770058322822,2
29.276695204129876,2
11.850090915957331,2
14.638347602064938,2
19.51779680275325,2
24.397246003441563,2
21.608989317333958,2
35.55027274787199,2
11.153026744430429,2
10.455962572903527,2
20.214860974280153,2
27.18550268954917,2
12.547155087484233,2
22.306053488860858,2
19.51779680275325,2
16.03247594511874,2
7.66770588679592,2
11.153026744430429,2
12.547155087484233,2
16.03247594511874,2
15.33541177359184,2
13.244219259011134,2
17.426604288172545,2
12.84121752394875,1
4.5321944202172055,1
3.7768286835143385,1
5.287560156920073,1
6.798291630325809,1
2.2660972101086028,1
31.725360941520442,1
5.287560156920073,1
25.6824350478975,1
6.042925893622941,1
6.042925893622941,1
3.7768286835143385,1
3.0214629468114707,1
5.287560156920073,1
6.042925893622941,1
8.309023103731544,1
4.5321944202172055,1
5.287560156920073,1
