gene/TE,TCGA-18-4721-01.bam.T,TCGA-68-7757-01.bam.C,TCGA-05-4395-01_RNA.bam.T,TCGA-05-4403_RNA.bam.C,TCGA-20-1683-01.bam.T,TCGA-30-1862-01.bam.C,TCGA-20-1684-01.bam.T,TCGA-61-2016-01.bam.C,TCGA-22-5471-01.bam.T,TCGA-22-4607-01.bam.C,TCGA-23-1110-01.bam.T,TCGA-13-0725-01.bam.C,TCGA-24-2261-01.bam.T,TCGA-29-2414-01.bam.C,TCGA-3C-AALK-01.bam.T,TCGA-LD-A7W5-01.bam.C,TCGA-43-3920-01_RNA.bam.T,TCGA-43-5670-01_RNA.bam.C,TCGA-58-8393-01.bam.T,TCGA-21-5782-01.bam.C,TCGA-85-8070-01.bam.T,TCGA-85-8584-01.bam.C,TCGA-AP-A1DK-01.bam.T,TCGA-B5-A11E-01.bam.C,TCGA-AP-A1DV-01.bam.T,TCGA-D1-A0ZP-01.bam.C,TCGA-AX-A2HD-01.bam.T,TCGA-D1-A17B-01.bam.C,TCGA-B5-A3FC-01.bam.T,TCGA-AX-A2HC-01.bam.C,TCGA-BG-A0MS-01_RNA.bam.T,TCGA-D1-A2G6_RNA.bam.C,TCGA-BH-A0C1-01.bam.T,TCGA-AQ-A7U7-01.bam.C,TCGA-BR-8284-01.bam.T,TCGA-D7-A6EY-01.bam.C,TCGA-C5-A1M7-01.bam.T,TCGA-C5-A2M1-01.bam.C,TCGA-CD-8527-01.bam.T,TCGA-CD-5803-01.bam.C,TCGA-CN-A641-01.bam.T,TCGA-F7-7848-01.bam.C,TCGA-CV-7236-01.bam.T,TCGA-CV-7425-01.bam.C,TCGA-DK-A1AC-01_RNA.bam.T,TCGA-DK-A1AD_RNA.bam.C,TCGA-DK-AA6Q-01.bam.T,TCGA-XF-A8HH-01.bam.C,TCGA-DM-A1D4-01.bam.T,TCGA-A6-4105-01.bam.C,TCGA-DM-A1HB-01.bam.T,TCGA-AZ-6605-01.bam.C,TCGA-DU-A6S8-01.bam.T,TCGA-FG-A713-01.bam.C,TCGA-EW-A1PB-01_RNA.bam.T,TCGA-A2-A259_RNA.bam.C,TCGA-EX-A69M-01.bam.T,TCGA-VS-A9V3-01.bam.C,TCGA-EY-A2OM-01.bam.T,TCGA-FI-A2D0-01.bam.C,TCGA-G9-6385-01_RNA.bam.T,TCGA-HC-7232_RNA.bam.C,TCGA-IR-A3LL-01_RNA.bam.T,TCGA-IR-A3LA_RNA.bam.C,TCGA-JW-A5VJ-01.bam.T,TCGA-JW-A5VH-01.bam.C,TCGA-KC-A4BR-01.bam.T,TCGA-XK-AAIR-01.bam.C,TCGA-KP-A3W0-01.bam.T,TCGA-EO-A3AU-01.bam.C,TCGA-SX-A71U-01.bam.T,TCGA-EV-5903-01.bam.C,TCGA-VP-A87D-01.bam.T,TCGA-2A-A8W1-01.bam.C
L1PA17:L1:LINE,787.1464657912472,1423.8265926293304,772.2138747922672,554.9649003282436,2744.5563668469554,3901.4908994822295,2934.2163167092467,1969.8249250313613,1192.3468306751213,844.5250405079104,2710.2006493039175,1594.5595077369742,3463.193134029193,3064.4463724219686,1876.3143090713997,2794.4257693913887,1683.8574197652765,1419.9470479804704,1624.3178470882374,31209.721533000993,3172.5747033928315,1610.3476542031542,9189.33451023675,2278.1366120628977,3549.840218157681,1684.3548074683,1311.9857469399703,1011.8508167127504,1578.9260308624753,2041.504184945334,2437.56370670029,1344.9595467047325,1710.634866451635,2993.1022828948526,8662.626606160615,1855.4519670653237,1337.3709901809734,999.004486357632,4441.760940463695,1139.6794752384346,1174.7642346086916,1977.626687224731,475.71087150006343,811.3052772983979,2399.335049802882,2297.708142223664,1143.929312460228,2438.7916901672506,2286.906359655199,1860.5951724485392,999.9586787349932,1186.9263999062796,3119.410825669175,1948.549137009392,1068.12887517268,1495.7015018174934,1801.6796720584814,1712.9628989239657,2409.638474765589,2862.068601510958,1202.4701275591724,1327.480830662009,1387.770571870012,1821.636474460601,1304.0100726160626,1523.5555393955844,1693.292688103884,1629.5769973993945,1950.5877603506435,1051.1859747052717,5432.15932144157,2053.9740661405344,2331.7555547337397,2491.0065254307456
L1PA2:L1:LINE,33359.4312090801,14462.889968896403,4878.507844113503,2471.7528918077824,13765.551431741706,19476.589591856125,17125.76208531379,10510.376351371755,19385.27431059405,8452.893165626687,12581.095038690988,6588.745096396177,36151.746572318676,46467.70967241551,5948.015811044804,7365.8519717816025,8614.55795926975,16722.49719760893,12881.259763756856,107748.07826147038,18044.41567384261,5126.247333748547,19113.81578129244,11089.47691607526,8835.385211572097,15008.355523262313,5103.624555596485,2648.7698853879847,5951.141154135717,8322.399372332859,2915.6710575321795,2204.4067906752452,6845.3669614535675,9578.095504324101,24657.45242062104,11826.222273519761,6552.354311136996,3006.293575063213,37245.58345339209,10887.771991246464,10702.202849236728,19204.987809123733,11528.470214930416,12929.582386719363,14103.674734104201,16724.41012716247,8377.398497837477,15908.939765173214,11784.230815337076,4333.509627299985,3075.237589788735,4287.33524966147,5584.734840480173,4570.964677340061,3989.911208663391,4333.553400703156,6834.447336436353,10102.63323966466,6930.045535953748,6787.29183728552,5613.572279166545,5526.679878946169,3737.478480116533,15774.709455565364,5631.729090905179,6283.197295703215,7456.727767211241,5737.672302220622,5792.597643641198,4242.006088222953,11365.904103879706,4145.552930269727,15511.849505871762,7102.368644186575
L1PA3:L1:LINE,34802.53306303072,9791.072179594823,4773.759589804142,2134.295848668706,19995.82999540322,23433.136809355423,21679.995150425104,13266.825285139397,19730.15064257063,9217.933496439735,14232.71015830769,7139.592926341677,37948.060546191555,26173.94556181448,11303.467694975627,13088.869488989772,5969.911305873699,12551.998359538771,18231.42914697226,205150.0988002257,26614.306092098373,8793.654018587544,27927.756200898242,15624.538439902519,14318.711888611051,19511.49067084081,11620.913753520788,4682.831766083582,12082.658411555805,12038.61938587541,5596.207352360151,4248.986550015623,12725.851033359002,16985.582131954856,38928.06808508598,16540.432374264066,10677.236377031144,5764.808053184961,41826.43166201996,10026.112979922696,16541.176039051847,24561.02698091237,14845.459955433013,16886.436218818777,14182.520425831799,16521.04975135647,12111.7226306293,27085.064606505875,18438.350219261472,7589.8325758139745,6459.214447485114,7919.024574374709,11595.45933962435,9317.5778447054,3818.0416596345253,7906.1757712041035,11154.878979053985,14716.08947479915,12847.66932514552,12828.263202836324,4723.989786839606,6694.96097899373,4541.048084284714,14603.562805803058,9755.26437355697,10153.118784494372,11289.563366079554,8969.326630759542,9457.110614699557,7317.117297808524,22584.811126348784,7977.4818453140415,21499.542890230736,10910.49245054632
L1PA4:L1:LINE,15792.125969936898,5814.864328677036,2825.7668604385804,2613.2929312286747,15535.795504162565,15078.75764358366,13739.153490357667,8758.211639051042,10458.44486400518,5394.26039448401,10153.553352811405,5566.462281554528,20497.556897630522,15817.858699958342,10975.278443035577,11717.162115817657,4294.543923519003,7281.99354387971,11428.204424434101,194422.28556135256,17607.34490973883,7430.090970945106,24865.94814918957,12120.365550584169,11969.201888312642,11957.033661225523,8970.702544702048,4182.086481362255,11226.50704807929,7489.306438922019,6011.612099804252,4291.205011122946,10289.963533444814,15101.752653538317,36931.83304749216,13459.08644865424,7559.640761800311,5247.9055925243,47386.30973227098,7809.104207014924,11964.474241729917,14241.45469739497,7614.107914526877,7917.372096345612,7986.462066684619,10393.828038760033,7966.405930486498,18597.17864191465,15714.096495558017,5980.24328567398,5815.805054522728,6132.089424515807,11942.291995700423,8848.908275525804,4174.46911366083,7645.70760092562,7902.004113728629,9900.952092773534,11768.001853506365,11944.647927339092,4197.602353448907,4182.054461910297,6741.773014824142,8392.776047787569,7606.861003763444,7997.536347747148,8870.168620765293,7438.216180290649,7452.992039548728,5868.794830793891,19552.856057863944,7409.649395685296,15388.391910317969,8061.4158340474405
L1PA5:L1:LINE,9150.57766482325,6178.972655799804,3901.6694725308557,1721.6706490010208,14447.778670022932,14536.536329779203,14446.242621257536,8271.958723855454,7347.5481946717355,4427.451185214773,9984.512208018421,5210.995260857432,17791.0239111702,14457.578519993713,9968.334147310421,15227.838551282106,5797.280545191881,7098.544009157402,10038.480533295455,167323.68434950983,16278.34485377211,6218.034928596273,22343.76910276289,11984.610668673531,10939.373121853834,9961.57600685543,10909.161485805855,4986.732352673077,9600.581610022999,8131.896892679186,6368.233156572301,4426.907207539343,9727.9987735981,13858.761595904545,31651.699312232107,11933.363412173041,6446.045945206932,4704.554801291236,21573.88035478981,6850.342460132726,9878.241645793321,10094.715572997271,5353.7977822701105,5361.797117177126,8671.813079393733,11304.988164124588,6086.114934855764,14191.763150452713,12192.063940093733,6133.323106274706,5065.43087582856,5876.812974535964,9611.326577387363,7927.984883897944,5971.6017135733955,8324.744708594855,6466.912261379208,7949.156256741657,10090.594605181172,12233.319053198746,4219.6885394653,4980.502341607372,4952.804188026366,9893.804502743104,6219.875867262891,7414.335562637266,8244.28377457614,6826.126834506446,6218.965887839173,5680.5227159213055,15903.737670479522,6495.852804560892,14176.715347503725,7357.856492948703
L1PA6:L1:LINE,6647.697886877643,5298.591327532813,1988.5928279350815,1324.2390128869904,10419.612797510763,10729.308520235287,9877.53300324232,6248.589386497273,6031.1300006635765,5622.778934856739,6886.348275583063,3766.4377937692325,12219.295908532475,12175.181016713124,11690.498959258464,14489.226888804813,3493.6503944541746,5115.144818815554,9781.586771647233,115112.57707950761,9375.422000935405,9293.470943267475,21890.16790991716,10054.345941506645,10158.476474439705,7658.15795858255,10003.891320417275,5214.657792615199,9142.019826321186,5894.203586896487,6046.882314209883,3869.0204000497124,9370.32057424912,10682.322336985226,26504.014375955518,9262.309909002905,5925.663557284076,7299.275232183887,15161.415393973983,7843.856765004258,10280.929451987467,9565.547483928702,7240.237445115189,5152.92448481033,5976.50343295187,8394.557850641282,7680.994425381651,14278.62422434908,15317.890192340474,6011.75971932707,8673.061376418664,7434.653874412956,14962.756568134682,11986.778263220373,2791.4383130862693,8945.773621136566,10126.15967103321,7492.719976935426,8405.715609647403,10483.69040012255,4537.48421603451,4120.823796289355,4625.510874795822,7893.316447153645,9290.766712007518,7707.292236087811,10990.802623789867,7731.841649065391,11641.543513387856,6582.659933019113,22866.46202279205,7499.1488148983035,11978.37364602973,7443.986866205632
L1PA7:L1:LINE,6996.17418683731,6633.655193649628,3339.7641083287012,2781.2217915585466,15443.997343659892,16671.21993289552,17298.12354332585,10011.06382341353,6301.002740116794,4361.723444505561,11220.452381422865,6936.6489889933355,20393.17398334297,15988.454894145325,9800.924478391507,10291.648595047855,6786.369903524594,7804.943840912786,11241.77804879355,198524.94927297567,14785.443261266471,6750.652338958324,37269.594560453814,15365.755696260365,14045.909566370306,9895.584493876262,10873.081877765006,6354.2849923258045,11899.741799774472,9638.856806357497,9370.12029376269,10949.659448620814,9875.02854724353,13493.76963446134,46349.35841377825,20237.21693353343,7826.292685182903,6267.790339860146,25825.073674587005,8424.428910237828,7960.053768980053,11021.15700220741,6854.06410833712,4396.585689713721,9752.605561382798,10759.612610826673,5808.694951893853,12385.498254812857,10622.443032313178,5788.893509923071,5487.61764375476,6091.725199518994,11140.30657474374,10206.490530207158,4693.538221466129,8669.381632587783,7858.4303677167,9410.017722051716,15029.419510049556,15289.00853181069,6700.703435306776,6201.441814088943,5363.387197455364,10773.489316591715,6585.942325576821,6959.529368977931,10201.355725650983,7646.6813922606325,7989.239324652347,6363.0091323344295,16410.93370710245,7960.1836382392585,14100.0521631679,8622.714895721812
L1PA8:L1:LINE,2111.356405637981,2523.397510855798,1910.6406386816034,790.8649660297305,5084.3662987503085,5795.928751251343,6152.534984157533,3350.6613144677103,2721.158375473734,1227.4273439418137,5550.646115087676,2807.1810464270684,7569.385020069701,5231.018038596657,2705.0750462937494,2983.79545768973,2456.4508241281683,3580.8396193198773,2895.4067719101695,66286.5297977174,5376.986842113922,2380.3781037881736,13678.42217736517,4085.3734774982695,5046.842961453764,3098.45865702191,3037.2470041660317,2072.049454019284,3649.440455887282,2325.836244129921,2931.3467083791265,1999.3456938682457,2416.0950303849954,3972.020815429162,16658.257690982977,4625.341094264453,1918.2492990474568,1729.813620595101,10326.778079150445,2591.1098383223602,3110.7633028497785,3127.335733594432,1230.2867366380951,1721.5502225600148,3523.795914902615,3676.333027557862,1860.8830132836044,4628.136193760316,3943.281243535304,2082.3357949363567,1714.6779288519008,2228.759774824016,4710.88319348971,2775.0819849320787,1972.4626096601326,2299.854324467659,2563.272971919165,2676.255745259209,4449.425462706692,5498.83290966804,1573.0272485008766,1709.5601841366833,2772.0218608020614,2788.75983908332,2294.8299531190974,2595.017446923043,3066.0793900172507,2380.051760491331,2354.416714106434,1865.070637956555,4905.887327689019,1811.7991670935728,3769.439167473074,2497.780824450954
L1PA8A:L1:LINE,555.5122193474688,726.4051700309942,303.68873730000837,191.9186975198537,2015.9084678569905,2133.849416479697,2233.008285426587,1137.0569512004233,595.1219631059248,314.88173456041545,1327.3886615711417,834.4651336931834,2330.2905709616393,1998.6690961064467,898.376639149027,1085.9058878805247,718.8231674292105,794.5509068816893,993.67934193097,31939.4061271766,1686.0258836212604,771.5923774746442,6287.85101806838,1904.8106868086427,2049.4274458335894,879.8868397222462,787.1914481639823,669.9626567995685,1354.091028881254,1060.5585807585092,1250.1331550440393,796.1195523095278,1003.0540807830042,1481.8337236472971,7306.065812984691,1659.441821932192,721.8396780555188,513.6544200640495,4378.539454934525,952.62894253114,831.7051997163709,1174.3399934584784,412.1460567737618,406.0190818638775,1191.1764504076998,1394.4711483840165,689.5541963333111,1640.3379724275617,1143.0059943837873,568.4213926718163,496.73798222410926,589.0994999534844,1215.4766055278556,1029.2673200546662,373.72975761981456,796.1909135150155,796.6417477398438,786.8218428055086,1636.3126386780277,1820.036244749281,568.1057847549968,756.8110270748355,563.0852700740539,851.863456784121,728.8789925539564,718.8288746703203,1014.4629002431421,659.1049042284976,544.6995190194383,593.2532786349715,1756.1101710506211,649.8109092440211,1226.6109493731715,843.8841065173311
L1PB1:L1:LINE,6161.880927522107,6988.70609969969,5603.625604565127,2491.744422799434,11506.06489027819,13122.5899807045,12668.340967747308,5744.053013433992,4849.2976923048145,4127.854971749524,9962.342877553767,6840.849366394118,16128.783991648885,10552.72142252429,6672.352695377137,10708.820934214311,8207.036163561852,6898.417244005792,6431.263963485004,130223.3302317402,13286.188896026768,5135.618901086296,30223.13465090206,7631.969767413693,10959.83329602189,6881.972067827568,5667.778426780673,2690.2108744683705,6029.896917541569,6042.0562576724715,9613.09288189037,7273.637727918867,6115.166210608717,9934.67751273866,36674.06273915663,9621.108140772028,5988.508834380855,4352.83840525822,26199.886767367087,5835.363340032487,7369.186853352873,10298.914069830038,4545.909491877761,3763.371814749117,10321.50755246346,11025.03751691113,5413.685428828744,9506.83317760631,7244.404189756398,4922.191584463074,4151.36816139333,4832.797749618399,8504.170080664046,6384.083903815945,5550.578992797987,7268.085624801355,6144.845443030163,6402.04956414263,9268.70241223787,10233.743449683094,4954.667729677488,4909.47476948708,4862.475925951986,10622.459092527344,5932.717067741076,5829.295289307616,5647.1452965072585,6589.274870268211,5452.630012804929,3535.9856574507558,10621.941775824396,4621.629672806145,10006.038994480823,5591.699962680205
L1PB2:L1:LINE,375.1244876036413,632.2079908748553,341.852829955357,195.917003718184,1802.0604803223548,2269.8218382491227,2192.2929803843676,1121.3854158852569,455.6293003755608,346.2170528055054,1526.9126357530251,1106.7377452909593,3075.8165410065035,1680.8214500949093,798.0965899451227,1019.5216798054604,781.0834417734728,805.2719835862399,1175.645756431794,21687.579196424627,1799.105238287645,969.957219456992,4406.970209802901,1527.24242149468,1902.7961976291895,967.8755236944708,836.3909136742311,777.0185452572315,2118.784086467103,790.4431245331516,1234.457504197092,575.980433678484,865.9205419021706,2657.5451570519062,6168.075235171613,1354.6294352209234,656.0577057673023,422.7092833589423,2496.3455143232313,632.7009822175704,550.5981350077651,1017.019750762417,231.02050943537563,334.92909821623107,1591.4699622555013,3395.061858423586,520.5905853112415,1153.6932379056034,1110.8086424293144,637.082194558907,484.5828929364067,475.64329996244294,1287.3428315616363,943.9054370517275,318.3623861205828,859.8861865962167,778.6438961262207,806.7245875645012,1479.405947297943,1717.9452368233058,498.1661957030857,487.3960983426934,522.0269691311541,1584.4925261490027,680.0701314454326,834.5648444285605,699.6295863745809,707.8946346895574,1164.5300061794887,574.6221839340385,2209.4446816604936,538.5007071975915,1116.0964888371145,654.203733951509
L1PB3:L1:LINE,614.958176399412,989.0703811394585,587.8894272866472,314.26686718876044,2381.0147880380755,2749.4791543069123,2176.459250645727,1505.7733515322607,769.6630335574857,415.00189773375143,1632.2169554601303,1429.4312108883232,2778.9051403663584,2476.33843983,876.0000992440235,1549.896563268342,1073.9897324385252,1215.05535984906,1727.7889455298823,26541.673069599437,2514.4274481435377,793.4593679293912,6307.4027936220755,1234.5209573748664,1902.7961976291895,983.587788689511,734.7120182863835,372.96890172347116,1006.0413647973294,901.3326276151405,1242.2953296205658,805.1663654039542,759.8894551386395,1633.212878162912,7652.927241712685,2409.4297925051496,930.3450366476337,513.6544200640495,4015.467495181291,1082.4399679618855,1160.0506416900591,1870.3628853865075,718.3507556703544,562.1238913169568,1511.4112598859408,1469.740897870654,962.4075952135452,1299.5752979110416,1168.9427501248906,652.8404113854524,515.3757857985864,644.7366749490913,1427.9506651059899,861.8267033950555,788.9850438640531,1029.3611096158415,772.0131086896228,908.8920106606635,1658.7278803037543,1724.9859959906146,922.7117713515282,950.2999304370103,1229.4028396616843,1304.9541289772305,828.1236768079549,874.3490840329556,895.3367814820649,789.5065474607845,712.805060234058,577.5639357289226,1551.885218251124,689.6719951119992,1668.6687915173989,873.8845736068234
L1PB4:L1:LINE,1035.17959693901,1746.270782817652,842.8580463032317,760.4778389224202,4672.839317860486,4420.3549874612645,3680.6635758165944,2476.9732206471704,1399.1324362301837,970.6305895430282,3771.5573452992144,2580.287203428922,5424.200150444652,3993.746693387904,1979.080640486971,2137.571500017069,2054.5890533606566,1659.3844277154321,2050.6901320460506,38674.49157838356,3197.9857943290976,1655.6435630022731,9365.300490220006,2651.462537317153,3386.158824813235,2118.013321331407,2315.654843349048,973.8632433890635,2595.1294296476567,1919.2413994959616,2535.5365244937097,1782.222179602011,1848.4752792442255,2988.89730638053,11024.135237363535,3073.8709624479693,1589.3394376063743,1512.1949006221657,6531.682619242261,1653.8129066688675,1311.058569012864,2314.514479664782,686.9100946229364,864.8059866414719,2822.675763847981,3012.1105013863084,1381.3916847074609,2375.3162900122124,2422.8507345740845,1647.8592452901762,1600.4200895474971,1293.837049897838,3512.071220085629,2783.289858297746,1002.3801215173422,2071.233790729776,2252.5732177471446,1874.8385562971057,2828.056318445815,3354.9217432225623,1746.035705629288,1621.3880256425277,1749.08362016753,2564.8641560405263,1782.3369114795964,2079.6307065933793,1854.018403892639,1858.4451875621837,1709.229525198927,1480.6817367583585,3313.6059649281046,1357.5332073905765,2999.8204468030567,2098.0971822586857
L1PB:L1:LINE,233.68410703177653,324.2556744028628,171.3324159633737,90.36172008226445,1077.585224991602,1263.7927544826978,1301.9849767945132,605.5307117610218,232.72142726874796,165.84790388254893,847.9768902730049,363.0301487970345,1056.3550925900165,990.3558009907505,472.3936202167393,655.4567070990554,553.2674379228766,412.1658377527204,475.43185749479983,9754.095055254704,1072.3480375104325,377.9865492891982,2565.1929526448116,576.9582481202125,753.6164151900552,345.66982989088245,364.0760447758418,162.31054056484393,605.9112765256643,295.7053415519704,587.83690676052,208.07670117180837,419.88310358358314,875.4761102819729,2827.7521612568175,519.0946640178278,325.9731662496444,265.41131732306803,1206.627209528161,331.17143495717744,311.30865017316677,447.3297809994068,131.9140778728624,127.52223870814926,490.0562993530659,824.0056785905552,253.4454165331044,629.1859839929208,556.2986921022815,323.04344494418075,266.6016250436084,364.3689499712292,893.6408976374465,476.87744254526405,166.10211449769537,523.2111717384388,356.16801088012045,437.86038469783784,687.4007431889432,697.0351575635544,292.02845955008473,270.6395420445609,258.0807487839414,462.36445788127253,363.62601525850283,393.32145972526956,430.17765108166793,352.1731453280129,357.8112357696655,268.6799972660863,919.0122875977371,461.78691930072796,602.3535912100396,414.1999972355708
L1PBa1:L1:LINE,789.1963263792453,547.0682327914221,294.756715614714,219.9068409081657,727.6047380751621,748.2654130501518,871.3075279034858,537.6207253952997,662.414905930623,215.52584744183778,557.0044279244248,235.71749244807447,1102.283574876539,545.0099466920993,527.0918288734144,309.5600439710891,513.6472633401642,223.95138005061108,354.12091449425054,5686.465868848637,1280.718983187815,215.54604876822046,2604.296503752202,725.440150209973,1108.2594341030224,320.5302058988183,806.8712343680818,352.2484071832783,389.9680542838133,392.3782416747299,756.3501533652025,494.559115828646,463.0024122007525,829.2213686244239,1852.5013633606413,727.5630810873874,231.41158108533313,118.78548467605843,898.6482585932039,633.7231162760803,597.0621126455512,1553.3387599535354,336.2783746810793,167.09810589343695,389.37641607013404,787.0310648076457,472.64145245362715,403.12447116006604,177.08543574960086,256.63381688945367,224.463982179573,241.09442498096305,541.6005440226949,320.92784859758734,154.5672454353554,464.06556102018044,235.86658167327124,297.2143217342899,706.0801112103819,739.2797125674062,440.4967099936152,489.84532496753104,192.38746727530176,410.6962233329355,327.8328504455853,556.0751671977949,415.99597027677777,505.63902477825525,254.50615457632375,465.7773675233247,418.54894172644197,239.16651520786888,863.2075431059575,340.65046501617036
L1PBa:L1:LINE,920.3874040111199,499.96964321335264,233.85656776043425,116.75054099124434,2251.662834602491,2153.8698957586307,2043.0035285628983,903.2898827491879,564.2793643112715,249.15399385120253,1296.9058321822426,697.0683065443058,2751.5336206198454,2023.8095878813706,604.1665774350929,668.7335487140683,745.708285896051,462.1975290406229,1183.673686483301,26074.14337101341,2689.7639756037743,848.1268440662587,5099.103064403711,1310.8830784496004,2069.8876200016452,817.0377797420857,790.4714125313322,680.3229040696649,1061.9325517305144,651.120415532704,1383.3761872430905,940.8685618203509,828.4562245790563,1198.4183065819514,6708.561365552563,1343.8322662093526,422.88410756710624,283.9715493037022,3232.4242386985693,680.7412829675313,589.3181163725868,1788.5245773173442,317.1405810000423,259.4417959924416,1038.3371095203574,1163.379812240832,4420.453391063875,1012.2655919461328,793.3069773227069,366.9413346752715,235.8087321814287,444.006474964941,1191.5211968499289,840.4862326443208,400.2599564631965,748.4194587041145,597.7181246419042,769.572797347715,1711.0301107637824,1577.1300534771333,642.9534151438841,1304.2131777260515,380.0825572999864,1697.10278093384,505.17171247322204,401.4591450988959,804.5740243307679,930.5532227936662,539.0646964088924,368.6995582921476,3017.3675718563068,634.0168940887845,3045.619232250431,845.8196205231048
L1PBb:L1:LINE,49.19665411195295,77.89382122526871,42.224102512300625,26.388820908979884,416.74278546383835,247.75343107680612,165.12318156011025,121.4543986925414,84.8171466852967,40.50663090218937,116.38898493943204,98.32066529919683,336.80887010116464,223.57080185557288,88.67739888279141,125.78060477380595,84.90037410581226,92.9159981061046,165.01856216986488,2861.9582841092883,465.02296413367094,185.86941886534953,598.2843319430735,415.74932585132956,221.6518868206045,641.0604117976366,147.59839653074667,72.52173089067495,106.70135687244402,88.14293834722194,176.351072028156,123.6397789571615,38.171191234871195,253.1395861622227,669.9652253513317,179.3991158845613,87.51351670485948,61.71277133560848,363.97512383222227,135.9438297818043,65.82396832019695,166.85480285945903,30.073675784486767,37.37720789721616,218.3419155533462,232.41185806400276,279.7032750027504,252.7879971086602,148.46556734562498,74.28873646799975,19.448142860324015,54.546249995692996,220.80637564002177,108.34392842680698,98.04638702988963,97.81774080327332,155.34987708600997,307.829118939086,168.11431219294806,246.42657085580205,74.84763038888727,78.37525199480497,87.98207344907092,332.5314582469897,72.3998106443104,203.44213434065668,127.63512724401136,127.74038520713817,169.98381541813504,46.08744478651845,343.36722833322045,42.11737374729766,235.9633076310403,154.84112046189563
L1PREC2:L1:LINE,2927.2009196612007,4275.102746317073,2302.0255888917745,2115.903640156387,9181.902372096885,8739.773391891238,7441.852977161133,5291.319770995845,3518.8601352081773,2471.6687610883096,8349.524086250209,4518.969039713085,11711.762983063225,6351.565671993263,6190.013946313729,6388.257160234078,4499.71982760805,3615.385310923429,4196.823432482239,62502.80107427701,6939.768934694292,4109.432277602812,15344.233454540003,7127.131300308507,7679.385371076944,5194.4748073602605,5224.983237188432,2420.8444454458636,5613.253524039645,3724.7499753180887,4702.69525408416,3802.677104023918,5669.835646201886,8390.610136679388,17477.302057791032,5029.819656467144,5053.465085426919,2186.8593331182165,8987.385750011026,3676.6162084597754,2750.667476156936,3903.607840231058,2421.6143932826503,2005.9101571506005,6206.975454924847,6187.965720954074,3090.4357772752865,6762.914125290279,6481.505822612917,3948.558901965805,2037.1929646189408,3391.6858247321907,9524.878798245278,4922.261657390617,3029.0566157704725,5006.903430418712,8103.769502870825,4800.542035869023,5383.393863778626,5935.359978041175,3708.0252300855295,3621.1815648224733,2793.1375584298385,6474.427236864696,4547.358893277474,5464.00363475817,4006.797550074964,4919.779002491586,4174.4644173127635,3429.1020089032977,7779.624163510515,3493.4857331463863,9100.019543239276,4352.003241982154
L2:L2:LINE,14549.910453610086,26646.932795900062,13864.121659519633,10456.370369873363,41711.31075885935,44787.48052024822,34321.1925814776,25046.595997039647,15760.56798406786,11325.04257940834,45031.45250632787,28039.036909170954,50583.96026374723,33077.70417814982,26841.07399642024,32492.624118762236,23736.729593750013,24762.113495276877,31532.817250091313,184193.41228505314,38516.86108664545,23093.10384810246,61983.03886032456,30192.734204937886,31184.71546114505,25067.347573086994,26839.948418024447,20862.084586217494,18995.382031792,27250.38455225081,27730.2263482496,23274.43448759445,19981.204863631556,40801.7281137754,61579.18847446872,31819.257077099202,19286.452000251484,16527.886578754693,46119.17052945061,19370.46254281935,15903.070746159585,18481.95033006608,9534.722208945237,8546.188652734072,34517.43082770011,32478.236642523567,19659.144471621883,35285.64086513219,28855.087947421074,20652.26873810393,13996.990484432365,17966.443823581358,46917.18866547368,31704.552449562674,17226.17345769849,28689.03344512748,26463.472659462564,30481.71702322251,24010.459654757273,39065.652239811934,23724.244812608773,23839.547352857317,21469.972110198614,33616.14829306421,29884.038694712213,21631.77609762609,24985.28524205547,26506.12993048117,24869.28959164439,15958.022903314919,55221.52954488381,18404.540231609306,35753.91704784088,26048.14748970239
L2a:L2:LINE,39857.48927303388,72691.23856110657,38950.92256562594,31461.87181342135,126309.57462756113,138935.4527027078,112324.47876591719,89236.33400711133,52515.13219313271,40250.59842384534,135970.04607233743,110393.9387893982,168855.36924030454,110722.31727558965,82097.86738998318,91613.00226813919,69802.25757732865,85425.53918185864,91480.93891360541,500905.52024710085,107224.63931466873,71998.62800014413,191728.621434646,92156.35311702482,99248.89486021067,76327.04089290585,74150.15445267978,56929.55874917983,65611.17244256522,78913.51970609024,72664.47950102376,56464.17612668029,60942.427428207135,118294.3993009244,165093.5673176704,98094.77212450818,59939.710874369295,49772.046090867516,165454.24028615415,65442.13309609039,56521.105597484886,57918.48025923936,33269.68732921995,35482.69647732785,81426.97837369457,88221.42848602214,58556.16603333089,117046.41067886713,92037.02493274836,66666.2618716165,46690.12897192288,65932.23421979396,115940.0118431352,100953.55924836024,52503.26351105278,86018.1914649808,72585.33555774199,82396.03645257889,77986.36148950647,118034.80706034554,77128.64260024695,69832.34952737123,62476.65690334159,87899.59040546324,85758.79592971338,72882.01439346059,109587.52025170816,98682.99591654776,73884.73320657977,50596.16970414423,140528.08771343422,51198.18036559895,143207.82396508838,137646.01403460212
