,TCGA-05-4395-01_RNA.bam,TCGA-05-4403_RNA.bam,TCGA-13-0725-01.bam,TCGA-18-4721-01.bam,TCGA-20-1683-01.bam,TCGA-20-1684-01.bam,TCGA-21-5782-01.bam,TCGA-22-4607-01.bam,TCGA-22-5471-01.bam,TCGA-23-1110-01.bam,TCGA-24-2261-01.bam,TCGA-29-2414-01.bam,TCGA-2A-A8W1-01.bam,TCGA-30-1862-01.bam,TCGA-3C-AALK-01.bam,TCGA-43-3920-01_RNA.bam,TCGA-43-5670-01_RNA.bam,TCGA-58-8393-01.bam,TCGA-60-2695-01.bam,TCGA-61-2016-01.bam,TCGA-85-8070-01.bam,TCGA-85-8584-01.bam,TCGA-A2-A259_RNA.bam,TCGA-A6-4105-01.bam,TCGA-AP-A1DK-01.bam,TCGA-AP-A1DV-01.bam,TCGA-AQ-A7U7-01.bam,TCGA-AX-A2HC-01.bam,TCGA-AX-A2HD-01.bam,TCGA-AZ-6605-01.bam,TCGA-B5-A11E-01.bam,TCGA-B5-A3FC-01.bam,TCGA-BG-A0MS-01_RNA.bam,TCGA-BH-A0C1-01.bam,TCGA-BR-8284-01.bam,TCGA-C5-A1M7-01.bam,TCGA-C5-A2M1-01.bam,TCGA-CD-5803-01.bam,TCGA-CD-8527-01.bam,TCGA-CN-A641-01.bam,TCGA-CV-7236-01.bam,TCGA-CV-7425-01.bam,TCGA-D1-A0ZP-01.bam,TCGA-D1-A17B-01.bam,TCGA-D1-A2G6_RNA.bam,TCGA-D7-A6EY-01.bam,TCGA-DK-A1AC-01_RNA.bam,TCGA-DK-A1AD_RNA.bam,TCGA-DK-AA6Q-01.bam,TCGA-DM-A1D4-01.bam,TCGA-DM-A1HB-01.bam,TCGA-DU-A6S8-01.bam,TCGA-EO-A3AU-01.bam,TCGA-EV-5903-01.bam,TCGA-EW-A1PB-01_RNA.bam,TCGA-EX-A69M-01.bam,TCGA-EY-A2OM-01.bam,TCGA-F7-7848-01.bam,TCGA-FG-A713-01.bam,TCGA-FI-A2D0-01.bam,TCGA-G9-6385-01_RNA.bam,TCGA-HC-7232_RNA.bam,TCGA-IR-A3LA_RNA.bam,TCGA-IR-A3LL-01_RNA.bam,TCGA-JW-A5VH-01.bam,TCGA-JW-A5VJ-01.bam,TCGA-KC-A4BR-01.bam,TCGA-KP-A3W0-01.bam,TCGA-LD-A7W5-01.bam,TCGA-SX-A71U-01.bam,TCGA-VP-A87D-01.bam,TCGA-VS-A9V3-01.bam,TCGA-XF-A8HH-01.bam,TCGA-XK-AAIR-01.bam
0,14.790632843335256,13.75663248218538,123.73116665625643,12.446084453541967,650.2632142318247,220.2000572567238,110934.98763712523,6.187246345132513,53.909964773672925,260.7970691570931,738.0004202911404,636.0202527640112,47.00723730758564,1180.9679471941772,23.48250195273361,90.21028828881998,57.86211430030508,18.05295226077073,119.09320136593524,151.5390831079412,50.14355139704479,178.6062248040167,17.265040588562503,26.197752806082107,1250.4330647939928,4906.986239098679,48.50936543919405,900.5904463312936,285.4465146988549,43.054313520582426,1584.1234095791772,692.8458006231646,372.77828981963836,54.36416396627675,1215.294354619979,89.15327359566234,30.05111223151126,175.83849126307513,1023.6272688090858,41.53346578651974,15.21646198907748,11.124617996025151,422.9388688601233,503.23232023941307,39.67115850822849,598.416705173721,101.88256520539827,390.19853464522197,28.882091765540512,199.11203119322315,242.7257060821753,196.04052650083534,17.861356764873747,13.699443592375989,44.356108112408656,57.5142530685691,850.6126951809044,41.80997701626215,191.8667834832785,3583.8072366484253,38.49169909231329,14.87090468350531,21.45043805923758,40.361659476870564,47.57939294609866,145.7061415488713,65.05827255685031,82.6809424896131,79.19839197005982,68.1311680291939,58.43610900949053,12.084297028688903,127.34039800252475,13.465241785871656
1,16.43403649259473,11.328991455917372,164.54969586244414,10.371737044618305,524.1163731592547,240.80089421421354,89144.81958400687,6.187246345132513,35.467082087942714,100.95370418984251,531.9048830724313,233.51029280050122,74.4281257370106,619.6072003148864,39.417056849231415,45.82109881336888,54.245732156536015,61.38003768662048,95.13362239290686,73.12641801139023,73.28672896491162,142.25274541912836,31.077073059412502,33.03194919027744,1681.7533308147054,2046.3029815650611,93.61456488265517,471.87486644834553,169.27642150746047,26.49496216651226,1335.1284021114475,546.306985649063,360.88111035730947,37.196533240084094,1128.1441659850152,103.41779737096832,53.05899503376207,127.22432014916613,991.6389166588018,38.39886459508429,13.141489899657824,13.349541595230182,546.9585371724903,412.3709290850746,134.27161341246565,194.14924002124937,72.42254635082527,239.19704692292717,36.96907745989186,181.01093744838468,189.42445305737328,69.56276746803834,27.784332745359166,14.460523791952433,31.51618207986931,61.3485366064737,374.26958587959797,44.22209107489266,132.89474180659982,1663.656043255283,33.52502824169222,48.33044022139226,42.90087611847516,67.66513500534182,81.43396100389963,160.52371526570568,86.106537207596,54.170272665608586,69.29859297380233,69.26668749634713,119.89477538154091,67.13498349271613,50.7107779656072,73.60998842943172
2,567.7959608191479,207.15870090820337,7212.123879118288,209.50908830128978,7881.80241730831,2283.4883276435307,1661.4025125778649,2232.8225247996957,583.788171167537,4371.856245332347,1040.8059362502916,60671.789111881204,189.0082666742506,7010.678199748136,296.88591754527494,763.2076771101754,374.89828223739335,310.51077888525657,644.0898582749397,7468.145569560834,340.7190030824838,284.5054908382567,505.2901878919292,186.80136783467242,716.2290655940275,728.1111789379897,434.88220595487996,471.87486644834553,418.21233548902,214.1676108459741,9642.117013319328,271.22535052224066,939.8771775239818,651.6546496483963,1488.1646004149693,350.66954280960516,172.79389533118976,1986.974951272749,20828.073061509156,220.9893839961994,65.01579213514924,75.64740237297103,2251.433978593739,398.39225352286866,1684.4984228109327,1554.0343930705196,354.7477270404831,436.96890694858763,194.08765666443225,406.3695545716236,183.68431811624077,551.2322331179403,135.9447709326502,183.42032809792295,651.3344296506324,318.2455336460823,593.5386361928978,168.84798410413563,383.733566966557,947.6070824537586,217.29184971467177,161.10146740464086,380.74527555146705,322.8932758149645,215.0222565833305,201.68364225691224,485.0668262694575,324.07128033285136,485.09015081661636,683.5827192262454,372.78207471571545,187.97795377960514,359.4830704673044,254.04422836011193
3,0.8217018246297365,7.282923078804025,1075.313128775507,16.59477927138929,63.865137112054214,35.25032101614913,7958.594817425975,0.0,69.51548089236772,131.80066935896104,144.59550219444733,161.7308642742771,11.75180932689641,417.01084053890173,11.741250976366805,83.05074159923109,197.69555719270903,15.34500942165512,63.42241492860457,189.86437447535656,70.7152647907042,134.34981511806566,6.9060162354250005,17.085490960488332,716.2290655940275,120.7767358427945,2.5531244967996867,14.386428855132484,753.4460329841869,57.40575136077656,171.72069480533085,568.1592650750255,142.7661535479466,6.437861522322247,130.42476506060112,13.075813460697143,15.02555611575563,26.89294572258796,513.6415402417019,130.08594944457127,3.4582868156994273,1.4832823994700202,438.8388263360678,41.93602668661775,79.34231701645697,34.45938892152045,120.29507698950638,184.40889651041311,3.4658510118648618,13.57582030862885,1.6400385546092926,187.6086758986489,2.9768927941456247,21.310245588140425,1.1672660029581226,2.8757126534284545,283.53756506030146,62.71496552439323,19.103619134698725,81.93595073848289,28.558357391071148,127.64193186675392,176.96611398871005,2.3742152633453273,12.809836562411178,13.171176637186106,27.745439766892048,330.7237699584524,36.7706819860992,34.06558401459695,105.78950768959493,5.37079867941729,9.015249416107947,18.85133850022032
4,69.8446550935276,55.02652992874152,261.4937027271399,138.9812763978853,192.65103343718832,126.35180000593714,600.2565369210681,187.16420194025852,75.89955566819741,272.014147400409,346.46584616721475,178.0856707739231,75.40744318091863,191.62239028811882,44.44902155338862,163.23766452262663,133.8061393194555,81.23828517346828,82.44913940718594,77.09110332526078,113.14442366512671,63.22344240850149,81.72119211919583,161.74264775928953,217.6386663407266,162.1859024174669,65.53019541785862,60.42300119155644,53.10632831606603,91.6284108258549,115.91146899359833,79.69654849468682,126.90324759817476,46.49566655010511,218.7770252629438,68.35084309000779,56.81538406270098,98.2626862940714,404.8811429307366,201.3981265497278,38.041154972693704,40.04862478569054,200.33946419690054,48.92536446772071,54.929296396008674,83.206817151964,201.31012883958212,146.9925986677206,98.19911200283775,175.58060932493314,118.08277593186907,85.37248734713798,52.591772696572704,202.44733308733404,105.05394026623102,46.01140245485527,75.61001734941372,86.83610611069832,70.60033158475616,78.37351809767928,73.25839504666077,57.00513462010369,95.18631888786676,302.7124460765292,79.6039843521266,83.96625106206142,67.92849046377019,56.07098398720889,115.96907395615901,246.40772437225127,65.48874285546353,67.13498349271613,83.39105709899852,58.34938107211051
5,488.9125856546932,246.81017100391418,908.2122748376761,325.6725432010148,1859.478330956752,4013.0430393190036,869524.7732807905,646.5672430663476,337.64662147721464,1385.3091630495055,894.3325703909811,2306.9363168111777,5936.622344970503,3378.294299264544,1980.9167718698852,2752.129747477968,1266.9392110337633,396.2623021239175,819.5585395774124,600.4295647561739,1991.5990029236507,1074.7985209445253,910.4431403701959,407.7737175903215,6920.9095896351055,2632.93284137292,1199.9685134958527,9659.04833333595,2174.0403154389533,457.0380973723365,2305.350327761567,1611.9269647151175,892.2884596746662,1776.84978016094,4068.411219793589,431.5018442030057,131.0040673842444,1067.4430763734915,2165.154464114932,1582.1899513770445,494.5350146450181,304.8145330910891,2229.174038127417,884.1512293095243,671.3580670623282,718.6043299487801,751.2304807916113,1730.503775224529,385.86474598762123,918.6305075505522,235.34553258643348,3008.062702330022,819.6378159880953,576.1377110793679,712.0322618044547,804.2409720754912,2064.153473638995,926.2517985141154,1983.4540214635024,1150.6657429795641,1693.6347600617846,1644.4742095842955,2330.0538341846823,236.23441870286007,258.02670789999655,278.24110646055647,2224.418877862897,1157.5331948545836,1502.6480619319384,3190.8097027005806,4150.978777915534,644.4958415300748,587.11811822403,5734.397635209876
6,88739.6885508884,60168.273622377164,101631.75982821888,63593.26851537268,186568.0110800278,147789.94653665464,350888.4551601261,75727.25482966311,82734.77172818573,143898.28824437718,193549.99953967586,137990.04543931875,105592.94475449597,175970.13319242586,109776.5033251095,137682.37856880805,111182.05262803621,129723.09906022024,141350.94553837943,117301.8228197168,175381.571073469,123721.95444919656,120192.3065613367,120101.88919038737,368592.8453146545,172379.45892259874,144490.67673038255,153969.3161791699,146931.9338684757,89998.9706526144,156506.24124557854,106528.57677336574,114819.67899093605,77858.06661507141,267200.0742116645,99986.58504784992,91460.56007660452,84150.09585411024,194703.04605667392,76869.8250175716,51746.34562331053,58329.33871795881,108644.40943312868,81104.27561191874,108473.1538718069,135174.09706431843,132616.72987543154,120718.33980404132,87650.21680639173,149844.4742385218,92818.80201739022,130468.13233028175,93888.22183455886,87766.24645475634,74135.39837987628,103900.45673925454,140143.16715713835,87140.03248208576,110280.209711798,208722.92842468314,110025.4176860959,89997.47590251718,138880.8612145337,121284.4125127327,118139.63268516297,132432.888292747,111535.71112360372,117329.9595267258,119199.23694293787,147607.31105471574,131600.1325276144,120583.82925060714,132010.29720006866,112887.20103603361
7,45700.590380432055,29495.029255480877,54065.41751263329,30721.08512615942,93117.48115357709,68896.52352787506,174340.9047194291,38270.43886202401,38834.32686137199,72543.64926908433,95551.33685922161,61776.647150968405,53743.96200422901,91803.16382649117,55671.14150444321,68032.87646314944,59359.29650782547,65475.34990697632,66832.42677126588,57322.74182971176,87005.49033430823,58774.0926490032,65381.55770618029,56424.264380647364,172009.73067572806,80665.05648746183,72655.96588842655,75399.27362974935,69024.95022880683,43102.887617887696,75248.00846369598,48226.69526489775,56103.132617855576,44107.21992532356,127024.70563227014,44893.42809667442,42207.25667778619,42686.34527021087,96924.70701536031,37163.048075360864,27623.411769080747,25775.739896790274,52667.01914331852,34013.612311737554,49598.10301801828,63171.62414925171,65802.6346140456,63518.174477025124,46529.04983428577,73971.02464296964,42352.35563423037,62357.751128470016,44065.951734139635,40793.13761709781,38696.03526406472,51723.52635544867,68313.6506751953,41126.54469965018,61511.992429457314,97457.46975446418,55357.271633309785,50074.053795533255,63046.859413235354,59956.05804525955,55708.14923327444,63869.505109334896,53056.93474871605,55712.69990308723,62360.24813442531,75916.28949599645,71111.7070689457,59739.39371115852,74566.25482680585,52596.13209840041
8,6737.13326013921,5510.745129628379,11008.247095293742,6559.086507016616,20375.089982947346,14616.064923150561,44161.03234867565,7165.604673456592,7794.24595964629,15636.607071182272,19920.3777568662,12315.16929423344,10519.827982460103,19433.21166001226,11643.12766463574,14581.132788016728,11705.023538665882,12614.500392213547,14925.408313198275,11673.795646396633,18024.678129106946,11944.488857026145,13839.6565357917,12623.899754339478,35039.82528085698,16370.42385252049,15682.992742341541,16860.894618215272,14381.857537094633,9644.166228610464,16317.759023876564,10851.58487729268,11191.280147564037,8113.851471966805,29298.090311723787,9201.212190229657,8439.66705076849,9223.246038781417,20992.584586853474,7173.534826600033,5174.288733649483,5153.664696958585,12452.846695159722,6832.077681028142,9740.795227558872,14873.84892058896,18106.864088491926,15563.843606208564,8787.087598748045,14594.911886463256,7924.666295872102,15303.808842968438,9199.59103150803,7401.5049408809155,7072.464711923265,9857.942975952743,13590.900618557118,8333.050034548865,12030.296502042449,19397.445729175623,10395.242090349899,10099.822764214023,13304.63420624211,10164.015542381347,13705.610133454074,12159.465631742249,10395.929258863758,10356.975991400042,12502.73900377346,15758.739165152549,13565.23744316863,11513.649669000815,19177.68932041563,10642.029424767232
9,35303.597193392,28553.91375096431,57268.39647628133,30957.560730776717,94660.27285422613,67300.18756185802,194854.763557587,35360.886268225455,42027.78293257036,76598.623054043,100919.67961114857,61691.23871702581,50709.05724555801,94933.27758503014,56837.71865502365,65462.59920158703,55460.83655684242,63200.677922119205,67187.59229486606,57980.87959181428,81948.70603572932,58544.907670272376,63214.21961096274,56716.99579243706,171883.1045425844,83104.74655148629,72278.1034629002,65423.72386160049,65649.37923521688,45479.706515575235,72706.54218057709,47374.45636728521,49686.58716117286,43021.36728189188,135172.34671596374,44785.84981320232,41019.76819601287,42369.83598593734,99540.44026833495,36340.998912906914,25114.07885560924,26114.669925069174,55633.95120832976,32965.211644572104,47263.60792118791,67405.08614919557,66873.01529909509,64126.18931696888,41174.31002095455,70831.38993292741,39770.934949275346,61031.84262127619,44282.272610514214,39058.635842263095,40367.56018030075,47375.44882346484,64952.78540401386,44858.08514835157,54875.561260490234,93741.85251010604,53051.49469090895,49658.90770645207,63856.61344997158,57951.03325536442,52425.17111999363,61361.21915849077,53102.85823522676,49496.42352579345,61852.52987161725,73784.91945614983,69540.98475953544,57053.99437144987,66718.48021008387,49740.6031570099
